Property Name,Property Type,Description,Price,Bedrooms,Baths,Toilets,Location,City,State,Country,Images,Furnished,Features,URL
5bed Semi Detached+bq,Other,"5 bedroom House for sale Ikeja GRA Ikeja Lagos selling for ₦850,000,000.",850000000,5,6,6,Ikeja Gra Ikeja Lagos,Ikeja,Lagos,Nigeria,"[""https://images.propertypro.ng/large/smart-5bed-detachedbq-2iZnVfmCqJsLwgpjWZ7Y.jpg"", ""https://images.propertypro.ng/large/smart-5bed-detachedbq-zW0vjThvoX1Mf0IkY0YZ.jpg"", ""https://images.propertypro.ng/large/smart-5bed-detachedbq-saeKrZr5uAR1PG1gYSXV.jpg"", ""https://images.propertypro.ng/large/smart-5bed-detachedbq-szQakNH2O0ncKnsIA8LM.jpg"", ""https://images.propertypro.ng/large/smart-5bed-detachedbq-JZrD14TByf4UR22Ayhj5.jpg"", ""https://images.propertypro.ng/large/smart-5bed-detachedbq-uRl0hSfwi7T0wtVh7C0X.jpg"", ""https://images.propertypro.ng/large/smart-5bed-detachedbq-hmlRnlG8vkCnLIpiqoFA.jpg"", ""https://images.propertypro.ng/large/smart-5bed-detachedbq-0f4Uy9XQfbaJv3NGBRkM.jpg"", ""https://images.propertypro.ng/large/smart-5bed-detachedbq-QVsg2xdK5OkjPJQ42WeJ.jpg""]",Fully Furnished,"[""Street Lights"", ""Big Compound"", ""24 Hours Security"", ""All Room Ensuit"", ""24 hours Electricity"", ""Jacuzzi"", ""CCTV Cameras"", ""Drainage System"", ""Parking Space"", ""Water Treatment"", ""Elevator"", ""POP Ceiling"", ""C of O"", ""Security"", ""Boys Quater"", ""Security doors""]",https://propertypro.ng/property/5-bedroom-house-for-sale-ikeja-gra-ikeja-lagos-9PBLK
Exquisitely Built 4 Bedroom Detached Duplex With Bq,Detached Duplex,"5 bedroom House for sale Carlton Gate Estate Akobo Ibadan Oyo selling for ₦310,000,000.",310000000,5,5,5,Carlton Gate Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-vhQ54Fz5onhphhi2YZsO.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-T0t3yHiEbmu5w5X8buUH.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-sTGw0f7h5A3ep2aAx3F7.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-8l7PehlrMNrkZlk6hwl5.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-1DDWZn6AaNano8oYg0Mn.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-9d6vIqsuNnlZ3dhvd7Zd.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-G8O2vh24b1133ZrQNTbJ.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-0KsrPiLz0SUJaiAov1T7.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-MTpVZ0LJjFhc8Dh6lOts.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-tfs09U60TEnfBWRTnUQY.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-A1Pb9FaG1iegmZEunhg7.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-vkjLfcyn0N0gpjTiI8YZ.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-cRrkxophsMg2Bofr2f68.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-six9UDufJIYnMd0J9zS4.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-NsZhNpFLkdvCcWvgapFq.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-cFUim4tbJw9t2nnHQxUj.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-9Omo18iJLMzrC0k64vVX.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-dCscfht8Pvrupv2hI2Ph.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-Lk9SzyMzjatimp39F03F.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-Iey409rBuPlOpGkE94eg.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-zXWr3sQnlSZxMvyqVI9m.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-RgBPZwgjySNcaPKqbKZV.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-WVbLdWDwN7w8S37Qbvgq.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-i41O9ox6Zliwh2G5H1r0.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-PLjUoDRap4DfrBrZpjQj.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-UVcxNNSwL1mNHhmx8Qub.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-EHfL3FarPGo9cx8hrqJZ.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-b15bQmaFwr9EFl2cIG3v.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-MSEjFRLu8SEg62ssnwE8.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-ObViP6PX1G8DGioBmNXD.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-01F4qvbgXXGNNAMM6XRf.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-ia7qXhbnIeM0zooAvZsw.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-gYPMHSvDNhykXrI3M4aA.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-c8toPmGRV2jyoc3RMHTk.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-i0gEceuYIASaIuya5nNA.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-xFUKp7NVuPkJXFSW74i6.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-zeoXGrwQt9xk6Vt91CtV.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-butPvWd7hznkUJ7sLWV6.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-vNnXEXmm4CcijfmbqEur.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-BhJPLVv6L3kduxgcw6Y9.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-FwOPEGp6cVN4iDl5hvqs.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-hKrWp6R1FCnHKAERUs0x.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-1xDYJlbOsmqkHu6S8gXh.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-ywxaTcbTd4vKDGrPHAqh.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-1Li8IrtOM0OauMDmqN7F.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-PO5oaelgdU2OX7ka1BBD.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-AzGu9FGNKz1VKla6fvW5.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-jdo1R7zXstCzfcY4n6Zi.jpeg"", ""https://images.propertypro.ng/large/exquisitely-built-4-bedroom-detached-duplex-with-bq-TIde3RmSlQzQmGFwLIDV.jpeg""]",Fully Furnished,"[""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-carlton-gate-estate-akobo-ibadan-oyo-5PBFZ
"Exquisite 4 Bedroom Triplex+ Basement, Cinema & Gym",Other,"4 bedroom House for sale Kolapo Ishola Gra Akobo Ibadan Oyo selling for ₦375,000,000.",375000000,4,4,5,Kolapo Ishola Gra Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-xLNh5f2rkB3QylNjKfpT.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-XCXtGsv80ZyrDozLOMkb.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-JKFsBJS33BHbzJZZU80N.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-A6w7OyCWsGGE1QS0ps0a.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-vdbdbDBwW9mhcX5Sowif.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-n1diM0oHBHYOWvtnRtf8.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-rGe6U2bH4i9qVGvhitgs.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-JyBqReD1HymMKhQM8C1A.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-8rYzfWlKRkAbbZN3rpFO.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-7zKABSsxJjvR1Oyxulqr.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-5eB8BPwn6DCpAXLYjaqy.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-v61A2HCUgoVmhs0UbAR7.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-triplex-with-basement-in-ibadan-gKnPSEf3a6RKXSpC1OH5.jpg""]",Fully Furnished,"[""Gym"", ""All Room Ensuit"", ""POP Ceiling"", ""C of O"", ""Security""]",https://propertypro.ng/property/4-bedroom-house-for-sale-kolapo-ishola-gra-akobo-ibadan-oyo-1NPBW
Luxury 5 Bedroom Fully Detached Duplex,Detached Duplex,"5 bedroom House for sale Apo Resettlement Apo Abuja selling for ₦480,000,000.",480000000,5,5,6,Apo Resettlement Apo Abuja,Apo,Abuja,Nigeria,"[""https://images.propertypro.ng/large/luxury-5bedroom-fully-detached-duplex-YkePyZv9P6LMIy2b9yGw.jpg"", ""https://images.propertypro.ng/large/luxury-5bedroom-fully-detached-duplex-2KgLx0m3FWls3DMpQO9o.jpg"", ""https://images.propertypro.ng/large/luxury-5bedroom-fully-detached-duplex-VSxVxgA87dqLcvk7yIP8.jpg"", ""https://images.propertypro.ng/large/luxury-5bedroom-fully-detached-duplex-NfZI04XytYF6KabXPD5X.jpg"", ""https://images.propertypro.ng/large/luxury-5bedroom-fully-detached-duplex-iGh9LEeEud4QPZJLbwHY.jpg""]",Fully Furnished,"[""Street Lights"", ""Big Compound"", ""24 hours Electricity"", ""All Room Ensuit"", ""Gym"", ""Drainage System"", ""Church Nearby"", ""Parking Space"", ""POP Ceiling"", ""Supermarket Nearby"", ""C of O"", ""Security"", ""Mosques Nearby"", ""Security doors""]",https://propertypro.ng/property/5-bedroom-house-for-sale-apo-resettlement-apo-abuja-4NZPG
5 Bedroom Bungalow,Bungalow,"5 bedroom House for sale Ayegoro Estate Akobo Ibadan Oyo selling for ₦145,000,000.",145000000,5,6,6,Ayegoro Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-bungalow-9sNwUUNe6ezuh5QXjylP.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-YWMJP25fdfALFvvcgFXY.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-tYSHJkbxNarYN9a9ta8p.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-jARj3DeVqkiEMMghhsSG.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-gUm6gbFDjLoxn7rX8dEO.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-xeqd50vGeiLCwDiFkjKe.jpg""]",Fully Furnished,"[""Big Compound"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-ayegoro-estate-akobo-ibadan-oyo-9NPVT
5 Bedroom Bungalow,Bungalow,"5 bedroom House for sale Ayegoro Estate Akobo Ibadan Oyo selling for ₦145,000,000.",145000000,5,6,6,Ayegoro Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-bungalow-with-2-kitchen-juuZVLx4NwNzwPX0LaCa.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-with-2-kitchen-GuLk8x0FzWSfqqNMCFDZ.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-with-2-kitchen-WZ0TI3socXBi1WusVEaD.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-with-2-kitchen-xsBKYU17d17gNuj8l3k7.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-with-2-kitchen-4qDayLONqnhuI8CC5bXr.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-with-2-kitchen-UrMBTGrWb0xd16z4fbA4.jpg""]",Fully Furnished,"[""Big Compound"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-ayegoro-estate-akobo-ibadan-oyo-0NPHZ
Five Bedroom Fully Detached Duplex,Detached Duplex,"5 bedroom House for sale Chevron Lekki Lagos selling for ₦480,000,000.",480000000,5,5,6,Chevron Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-vwKto3SyJrnn0l5Vowsq.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-YPovIBvb0QHL56nMU9jO.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-hko3KsKgKwiRw9hbtewJ.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-k7Ig9s9BcanJxQJXYqLL.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-SPjJ5lPOc09zHu1Xr2Z0.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-W1ox7yLTIxNtIzZJfqtu.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-VutgsHgM1VmmFrDPZgro.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-x1M0XQP7sKU7CEopuwm6.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-cTwFauFE7mWN1VRDBNdq.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-25kyvjw9wU9zfTxdxs1k.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-P57CwyhECiqlFsIpBnJJ.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-YpFokUxuryQJH375Pj2j.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-HKG7IbHxQr8MyNRbLQDh.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-S5nCzoDptePRLVz8sken.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-Wp7ZtDBzGTIFOXk1zHGW.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-OTDPmREo3yirsT8LR8Uk.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-FD2fiX1tkLLm5UB1LAzd.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-IZhgl6gxxtFp0Ezofyqr.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-AfAg5xHO77e81GwSXGe0.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-D3NdyNgYmtMGosUtH6wD.jpg""]",Fully Furnished,[],https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-3PAWY
5 Bedroom Semi Detached Duplex + Bq,Detached Duplex,"5 bedroom House for sale Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos selling for ₦210,000,000.",210000000,5,0,0,"Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos",Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-2yyDEzJtKAB2Iujx225d.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-S0uWoJsWA9vc2k5glkBh.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-1CpCbOF9J64hNu9aQcX2.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-rnnbDhUjd0jKReAfLlLl.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-L6Uh0inEMhkaVRozKmyB.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-LKv3ELfHRu1jXp1Ijwb3.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-zVFTpMZApBIxLXmigndK.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-yUl6BXXW0GhRPe4QaJQ7.jpg""]",Fully Furnished,"[""Swimming Pool"", ""Governor's Consent"", ""POP Ceiling"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-palms-city-estate-off-lekki-epe-express-way-ado-road-ajah-lagos-6NWAU
5 Bedroom Semi Detached Duplex + Bq,Detached Duplex,"5 bedroom House for sale Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos selling for ₦210,000,000.",210000000,5,0,0,"Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos",Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-T3WQbj10q0Qn47iMjRuu.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-VBqap6zKgLJx7YYZp43A.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-qglLdojnjIstGLEpiSEK.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-gsKxtDh4xsVlDnTLnc5z.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-30jtQZfvKokQQLy8pm8a.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-vqNqlQUVlTLYtwbda8ZG.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-EPv4s7189ClTJtpYKF5b.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-XIHK7EIQfAToX7pSvfva.jpg""]",Fully Furnished,"[""Swimming Pool"", ""Governor's Consent"", ""POP Ceiling"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-palms-city-estate-off-lekki-epe-express-way-ado-road-ajah-lagos-9NWAT
5 Bedroom Semi Detached Duplex + Bq,Detached Duplex,"5 bedroom House for sale Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos selling for ₦210,000,000.",210000000,5,0,0,"Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos",Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-ey2v3mbGFxAwz2hqX27U.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-xs2rmvEOg5DfOBwtLBeu.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-Beg61ouIasolKn8xG8cX.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-TBbbr4gfXsazZ1OKVKXL.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-pgIOkn7SHNRw7fAXABeC.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-rPAVhHFgA7GVHe7SwkD0.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-bCcKXkoFiXVKGeH4fW2A.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-CLAJBZr2nKfJDTWvCrlc.jpg""]",Fully Furnished,"[""Swimming Pool"", ""Governor's Consent"", ""POP Ceiling"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-palms-city-estate-off-lekki-epe-express-way-ado-road-ajah-lagos-3NWAT
4 Bedroom Terraced Duplex With Bq,Duplex,"4 bedroom House for sale Rock Hampton, Katampe Abuja selling for ₦216,000,000.",216000000,4,4,5,"Rock Hampton, Katampe Abuja",Katampe,Abuja,Nigeria,"[""https://images.propertypro.ng/large/secure-premium-4bedroom-terrace-at-katampe-extension-zm50yXxf2rwYZzN6Ler6.jpg""]",Fully Furnished,"[""Street Lights"", ""Swimming Pool"", ""24 Hours Security"", ""24 hours Electricity"", ""All Room Ensuit"", ""Gym"", ""CCTV Cameras"", ""Parking Space"", ""Water Treatment"", ""Children Play Ground"", ""POP Ceiling"", ""Supermarket Nearby"", ""C of O"", ""Security"", ""Security doors"", ""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-rock-hampton-katampe-abuja-7NRJX
4 Bedroom Semi Detached Duplex At Ushafa,Detached Duplex,"4 bedroom House for sale Jedo Mega City Ushafa Abuja selling for ₦120,000,000.",120000000,4,4,5,Jedo Mega City Ushafa Abuja,Ushafa,Abuja,Nigeria,"[""https://images.propertypro.ng/large/twin-4-bedroom-semi-detached-duplex-at-ushafa-Hu1XAyBOQ2ZTHhEwphqv.jpeg"", ""https://images.propertypro.ng/large/twin-4-bedroom-semi-detached-duplex-at-ushafa-mMZ90P4hJKvkYhBZz7PB.jpeg"", ""https://images.propertypro.ng/large/twin-4-bedroom-semi-detached-duplex-at-ushafa-asnLVGtwCJRTqKzBQ3m2.jpeg"", ""https://images.propertypro.ng/large/twin-4-bedroom-semi-detached-duplex-at-ushafa-99yEIVoHXhWk1MnTyC62.jpeg""]",Fully Furnished,"[""24 Hours Security"", ""All Room Ensuit"", ""Drainage System"", ""Church Nearby"", ""Parking Space"", ""Security"", ""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-jedo-mega-city-ushafa-abuja-9NSLD
2 Bedroom Apartment,Apartment,"2 bedroom House for sale ONIRU Victoria Island Lagos selling for ₦300,000,000.",300000000,2,0,0,Oniru Victoria Island Lagos,Island,Lagos,Nigeria,"[""https://images.propertypro.ng/large/2bedroom-apartment-bzvn6BYDXsmJBlhBEqW1.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-w091Q-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-U1ol3-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-jkco4-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-ukbAB-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-PafKY-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-ZCNMz-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-KGdpT-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-7Ir8f-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-ngO2X-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-EoobX-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-dowwC8hnYjD7Cxu6cj1D.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-0PQoMKqSvz12kvLTefYS.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-W1DmM-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-v9bnU-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-cyZAU-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-occ6x-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-ke38r-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-bdzts-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-saWGa-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-ZlJTj-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-7rf4C-1800606.jpg"", ""https://images.propertypro.ng/large/2bedroom-apartment-hg9CX-1800606.jpg""]",Fully Furnished,[],https://propertypro.ng/property/2-bedroom-house-for-sale-oniru-victoria-island-lagos-8NZUD
5 Bedroom Semi Detached Duplex,Detached Duplex,"5 bedroom House for sale Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos selling for ₦210,000,000.",210000000,5,0,0,"Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos",Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-B2a1GNry5bjtuAjc9W69.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-xCScFNt5vl8p6cvnbuir.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-1JeBn8LB8jLhHFyg9K0f.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-iLeFMr7SApxBp2CR3gyv.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-B5kTNVBCLtDeRpNdaD2H.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-aJZlZsy4UDRvWlWDeJYn.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-6EnMerDuEAtMu5fUI7Xp.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-WjRoP1Whv7OQI5jTO56M.jpg""]",Fully Furnished,"[""Swimming Pool"", ""Governor's Consent"", ""POP Ceiling"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-palms-city-estate-off-lekki-epe-express-way-ado-road-ajah-lagos-1NWAV
